id,name,category,doc_id
2430,insulin pumps,TECHNOLOGY,1903
2431,billing and reimbursement transparency,OTHER,1903
2432,legal and policy issues,LEGAL_SOURCE,1903
2433,St. Louis Metropolitan Police Department,ACTOR,2034
2434,SLMPD,ACTOR,2034
2435,surveillance technology,TECHNOLOGY,2034
2436,AI,TECHNOLOGY,2034
2437,public safety,RISK,2034
2438,transparency reports,LEGAL_SOURCE,2034
2439,privacy,RISK,2034
2440,City’s Information Technology Services,ACTOR,2034
2441,28 C.F.R. Part 23,LEGAL_SOURCE,2034
2442,law enforcement agencies,ACTOR,2034
2443,federal and state laws,LEGAL_SOURCE,2034
2444,right to know,OTHER,2034
2445,need to know,OTHER,2034
2446,DHS,ACTOR,1919
2447,AI,TECHNOLOGY,1919
2448,privacy,RISK,1919
2449,civil rights,RISK,1919
2450,civil liberties,RISK,1919
2451,CBP Innovation Teams,REQUIREMENT,1919
2452,DHS policies,LEGAL_SOURCE,1919
2453,cost-benefit analysis,OTHER,1919
2454,security effectiveness,RISK,1919
2455,private sector,ACTOR,1919
2456,government entities,ACTOR,1919
2457,stakeholders,ACTOR,1919
2458,GAO,ACTOR,1999
2459,wearable medical devices,TECHNOLOGY,1999
2460,Congress,ACTOR,1999
2461,AI,TECHNOLOGY,1999
2462,clinical decision-making,DOMAIN,1999
2463,policy options,LEGAL_SOURCE,1999
2464,Frontier Safety Framework,REQUIREMENT,987
2465,Critical Capability Levels,REQUIREMENT,987
2466,foundation AI models,TECHNOLOGY,987
2467,Autonomy,TECHNOLOGY,987
2468,Biosecurity,RISK,987
2469,cybersecurity,RISK,987
2470,Machine Learning R&D,TECHNOLOGY,987
2471,security mitigations,RISK,987
2472,deployment mitigations,RISK,987
2473,model weight exfiltration,RISK,987
2474,misuse,RISK,987
2475,law enforcement agencies,DOMAIN,207
2476,crime victims notification system,TECHNOLOGY,207
2477,AI,TECHNOLOGY,207
2478,citizens,ACTOR,207
2479,Coast Guard,ACTOR,15
2480,Coast Guard,ACTOR,15
2481,AI technology,TECHNOLOGY,15
2482,strategic plan,LEGAL_SOURCE,15
2483,Department of Defense,ACTOR,2
2484,DoD,ACTOR,2
2485,AI,TECHNOLOGY,2
2486,Congress,ACTOR,2
2487,Department of Defense,ACTOR,3
2488,Joint Common Foundation Program,REQUIREMENT,3
2489,DoD,ACTOR,3
2490,AI companies,ACTOR,3
2491,cybersecurity processes,RISK,3
2492,United States Cyber Command,ACTOR,7
2493,Chief Information Officer of the Department of Defense,ACTOR,7
2494,DoD,ACTOR,7
2495,artificial intelligence systems,TECHNOLOGY,7
2496,cybersecurity,RISK,7
2497,cyber operations,TECHNOLOGY,7
2498,AI system operator,ACTOR,7
2499,AI-based attacks,RISK,7
2500,maturity model,REQUIREMENT,7
2501,Department of Defense,ACTOR,1
2502,AI-related information technology infrastructure,TECHNOLOGY,1
2503,plan working group,REQUIREMENT,1
2504,DoD,ACTOR,1
2505,AI application domains,TECHNOLOGY,1
2506,National Intelligence,ACTOR,11
2507,Intelligence Community,ACTOR,11
2508,emerging technologies,TECHNOLOGY,11
2509,AI,TECHNOLOGY,11
2510,"education, recruitment, and retention programs",REQUIREMENT,11
2511,skills-based training,REQUIREMENT,11
2512,educational programs,REQUIREMENT,11
2513,automated employment decision tools,TECHNOLOGY,72
2514,employment decision making,OTHER,72
2515,AI,TECHNOLOGY,72
2516,ML,TECHNOLOGY,72
2517,New York City,OTHER,72
2518,bias audits,RISK,72
2519,independent auditors,ACTOR,72
2520,job candidates,ACTOR,72
2521,civil penalties,OTHER,72
2522,law,LEGAL_SOURCE,72
2523,city corporation counsel,ACTOR,72
2524,Deputy Secretary of Defense,ACTOR,6
2525,AI,TECHNOLOGY,6
2526,DoD,ACTOR,6
2527,AI applications,TECHNOLOGY,6
2528,government operational environments,ACTOR,6
2529,AI expertise,TECHNOLOGY,6
2530,Section 41001(6)(A),LEGAL_SOURCE,26
2531,FAST Act,LEGAL_SOURCE,26
2532,semiconductors,TECHNOLOGY,26
2533,AI,TECHNOLOGY,26
2534,ML,TECHNOLOGY,26
2535,cybersecurity,RISK,26
2536,FAST Act permitting program,REQUIREMENT,26
2537,Coast Guard,ACTOR,16
2538,Coast Guard,ACTOR,16
2539,AI,TECHNOLOGY,16
2540,Congress,ACTOR,16
2541,military personnel,RISK,16
2542,GSA,ACTOR,70
2543,Information Technology Modernization Centers of Excellence Program,REQUIREMENT,70
2544,executive agencies,ACTOR,70
2545,AI,TECHNOLOGY,70
2546,cybersecurity,TECHNOLOGY,70
2547,cloud computing,TECHNOLOGY,70
2548,Information Technology,TECHNOLOGY,70
2549,consumer interactions,DOMAIN,70
2550,President,ACTOR,78
2551,OSTP,ACTOR,78
2552,artificial intelligence tools,TECHNOLOGY,78
2553,engineering biology,DOMAIN,78
2554,omics data,OTHER,78
2555,genomics,OTHER,78
2556,NSF,ACTOR,60
2557,NSF,ACTOR,60
2558,NIST,ACTOR,60
2559,NIST,ACTOR,60
2560,measurements and standards,REQUIREMENT,60
2561,generative adversarial networks,TECHNOLOGY,60
2562,Congress,ACTOR,60
2563,policy recommendations,LEGAL_SOURCE,60
2564,Hydrologic Research Fellowship Program,REQUIREMENT,34
2565,NOAA,ACTOR,34
2566,AI,TECHNOLOGY,34
2567,ML,TECHNOLOGY,34
2568,hydrologic modeling,TECHNOLOGY,34
2569,gastrointestinal lesion software detection systems,TECHNOLOGY,73
2570,clinical and non-clinical performance tests,REQUIREMENT,73
2571,reliability,RISK,73
2572,safety,RISK,73
2573,use instructions,REQUIREMENT,73
2574,warnings,REQUIREMENT,73
2575,summaries of testing,LEGAL_SOURCE,73
2576,Department of Energy,ACTOR,66
2577,smart manufacturing,TECHNOLOGY,66
2578,AI technologies,TECHNOLOGY,66
2579,Department,ACTOR,66
2580,performance standards,REQUIREMENT,66
2581,cybersecurity,RISK,66
2582,manufacturing jobs,OTHER,66
2583,Department of Defense,ACTOR,4
2584,DoD,ACTOR,4
2585,AI development,TECHNOLOGY,4
2586,software,TECHNOLOGY,4
2587,AI technology development,TECHNOLOGY,4
2588,DoD procurement,ACTOR,4
2589,repositories,LEGAL_SOURCE,4
2590,Congress,ACTOR,4
2591,federal government,ACTOR,307
2592,AI systems,TECHNOLOGY,307
2593,safety,RISK,307
2594,security,RISK,307
2595,biological risks,RISK,307
2596,cybersecurity risks,RISK,307
2597,deceptive content risks,RISK,307
2598,National Security Memorandum,LEGAL_SOURCE,307
2599,privacy-preserving research,RISK,307
2600,commercially available information,TECHNOLOGY,307
2601,discrimination,RISK,307
2602,fairness,RISK,307
2603,healthcare,DOMAIN,307
2604,transportation,DOMAIN,307
2605,education,DOMAIN,307
2606,communications networks,TECHNOLOGY,307
2607,labor-market impacts,RISK,307
2608,workers,OTHER,307
2609,immigration of AI talent,ACTOR,307
2610,National AI Research Resource,REQUIREMENT,307
2611,small businesses,DOMAIN,307
2612,U.S.,OTHER,307
2613,standards,REQUIREMENT,307
2614,critical infrastructure,RISK,307
2615,agency use of AI,ACTOR,307
2616,AI professionals,OTHER,307
2617,employers,OTHER,314
2618,AI,TECHNOLOGY,314
2619,video interviews,TECHNOLOGY,314
2620,Illinois Department of Commerce and Economic Opportunity,ACTOR,314
2621,Governor,ACTOR,314
2622,General Assembly,ACTOR,314
2623,discrimination,RISK,314
2624,Department of Administrative Services,ACTOR,244
2625,Office of Policy and Management,ACTOR,244
2626,Judicial Department,ACTOR,244
2627,Connecticut,OTHER,244
2628,White House Office of Science and Technology Policy,ACTOR,244
2629,Blueprint for an AI Bill of Rights,LEGAL_SOURCE,244
2630,artificial intelligence bill of rights,LEGAL_SOURCE,244
2631,AI systems,TECHNOLOGY,244
2632,impact assessment,LEGAL_SOURCE,244
2633,state governments,ACTOR,244
2634,working group,REQUIREMENT,244
2635,California Department of Technology,ACTOR,208
2636,California Legislature,ACTOR,208
2637,automated decision systems,TECHNOLOGY,208
2638,personal information,RISK,208
2639,annual report,LEGAL_SOURCE,208
2640,AI,TECHNOLOGY,168
2641,U.S. copyright protection,LEGAL_SOURCE,168
2642,copyright applicants,RISK,168
2643,AI,TECHNOLOGY,210
2644,North Dakota state law,LEGAL_SOURCE,210
2645,North Dakota,OTHER,210
2646,employers,ACTOR,304
2647,AI,TECHNOLOGY,304
2648,Illinois,OTHER,304
2649,applicant,ACTOR,304
2650,video interviews,LEGAL_SOURCE,304
2651,consent,RISK,304
2652,DoD,ACTOR,142
2653,AI,TECHNOLOGY,142
2654,data science,TECHNOLOGY,142
2655,software development,TECHNOLOGY,142
2656,United States Code,LEGAL_SOURCE,142
2657,Human Resources manager,ACTOR,142
2658,Department of Defense,ACTOR,142
2659,congressional defense committee,ACTOR,142
2660,electronic portfolios,TECHNOLOGY,142
2661,program,REQUIREMENT,142
2662,Department of Commerce,ACTOR,161
2663,national cybersecurity challenges,REQUIREMENT,161
2664,cyber systems,TECHNOLOGY,161
2665,digital literacy,DOMAIN,161
2666,emerging technologies,TECHNOLOGY,161
2667,advisory council,REQUIREMENT,161
2668,Assistant Secretary of Commerce for Communications and Information,ACTOR,148
2669,National Telecommunications and Information Administration,ACTOR,148
2670,NTIA,ACTOR,148
2671,Federal spectrum,REQUIREMENT,148
2672,GAO,ACTOR,148
2673,DoD,ACTOR,148
2674,Congress,ACTOR,148
2675,Policy and Plans Steering Group,ACTOR,148
2676,information technology systems,TECHNOLOGY,148
2677,data model,TECHNOLOGY,148
2678,workflow automation,TECHNOLOGY,148
2679,report,LEGAL_SOURCE,148
2680,Department of Defense,ACTOR,139
2681,DoD,ACTOR,139
2682,Joint Artificial Intelligence Center,ACTOR,139
2683,Joint Artificial Intelligence Center,ACTOR,139
2684,board of advisors,REQUIREMENT,139
2685,Armed Forces,ACTOR,139
2686,artificial intelligence technologies,TECHNOLOGY,139
2687,ethically and responsibly developed artificial intelligence,RISK,139
2688,steering committee on emerging technology and national security threats,REQUIREMENT,139
2689,emerging technologies,TECHNOLOGY,139
2690,strategy,LEGAL_SOURCE,139
2691,Navy,ACTOR,157
2692,congressional defense committees,ACTOR,157
2693,unmanned surface vessels or vehicles,TECHNOLOGY,157
2694,offensive weapons systems,TECHNOLOGY,157
2695,analysis of alternatives,LEGAL_SOURCE,157
2696,DoD,ACTOR,220
2697,Department of Defense,ACTOR,220
2698,Under Secretary of Defense for Acquisition and Sustainment,ACTOR,220
2699,Under Secretary of Defense for Research and Engineering,ACTOR,220
2700,Chief Information Officer,ACTOR,220
2701,acquisition programs,REQUIREMENT,220
2702,AI,TECHNOLOGY,220
2703,cybersecurity,RISK,220
2704,defense industrial base,ACTOR,220
2705,congressional defense committees,ACTOR,220
2706,Department of Defense,ACTOR,143
2707,DoD,ACTOR,143
2708,Armed Forces,ACTOR,143
2709,pilot program,REQUIREMENT,143
2710,online courses,REQUIREMENT,143
2711,advanced technologies,TECHNOLOGY,143
2712,Department of Defense,ACTOR,144
2713,Defense science and technology employment opportunities,REQUIREMENT,144
2714,higher education institutions,ACTOR,144
2715,AI,TECHNOLOGY,144
2716,ML,TECHNOLOGY,144
2717,Congress,ACTOR,144
2718,Navy,ACTOR,159
2719,Coast Guard,ACTOR,159
2720,Department of Commerce,ACTOR,159
2721,autonomous vehicles,TECHNOLOGY,159
2722,commercial solutions,TECHNOLOGY,159
2723,congressional Committees,ACTOR,159
2724,Department of Defense,ACTOR,140
2725,Commander of the US Strategic Command,ACTOR,140
2726,electromagnetic spectrum operations,REQUIREMENT,140
2727,ML,TECHNOLOGY,140
2728,AI,TECHNOLOGY,140
2729,electronic warfare capabilities,TECHNOLOGY,140
2730,NIST,ACTOR,151
2731,China,OTHER,151
2732,emerging technology international standards,REQUIREMENT,151
2733,international standards-setting bodies,REQUIREMENT,151
2734,AI,TECHNOLOGY,151
2735,quantum technology,TECHNOLOGY,151
2736,"Committees on Science, Space, and Technology",ACTOR,151
2737,Committee on Foreign Affairs,ACTOR,151
2738,"Committee on Commerce, Science, and Transportation",ACTOR,151
2739,Committee on Foreign Relations,ACTOR,151
2740,Department of Education,ACTOR,145
2741,STEM education programs,REQUIREMENT,145
2742,Junior Reserve Corps,REQUIREMENT,145
2743,NSF,ACTOR,145
2744,Department of Defense,ACTOR,145
2745,computer science,DOMAIN,145
2746,science,DOMAIN,145
2747,technology,DOMAIN,145
2748,engineering,DOMAIN,145
2749,mathematics,DOMAIN,145
2750,GAO,ACTOR,147
2751,law enforcement agencies,DOMAIN,147
2752,financial institutions,ACTOR,147
2753,data and technology companies,ACTOR,147
2754,transnational criminal organizations,ACTOR,147
2755,AI,TECHNOLOGY,147
2756,digital identity technologies,TECHNOLOGY,147
2757,distributed ledger technologies,TECHNOLOGY,147
2758,virtual assets,TECHNOLOGY,147
2759,online marketplaces,TECHNOLOGY,147
2760,Congress,ACTOR,147
2761,Department of the Treasury,ACTOR,221
2762,FinCEN,ACTOR,221
2763,Treasury Department,ACTOR,221
2764,"Committee on Banking, Housing, and Urban Affairs",ACTOR,221
2765,Committee on Financial Services,ACTOR,221
2766,Senate,ACTOR,221
2767,House of Representatives,ACTOR,221
2768,AI,TECHNOLOGY,221
2769,emerging technologies,TECHNOLOGY,221
2770,policy recommendations,LEGAL_SOURCE,221
2771,financial crimes,DOMAIN,221
2772,DHS,ACTOR,149
2773,Congress,ACTOR,149
2774,digital content forgery technology,TECHNOLOGY,149
2775,deep learning,TECHNOLOGY,149
2776,civil rights,RISK,149
2777,national security,RISK,149
2778,technological countermeasures,TECHNOLOGY,149
2779,Coast Guard,ACTOR,160
2780,Blue Technology Center of Expertise,ACTOR,160
2781,unmanned maritime systems,TECHNOLOGY,160
2782,satellite vessel tracking technologies,TECHNOLOGY,160
2783,Coast Guard,ACTOR,160
2784,Congress,ACTOR,160
2785,report,LEGAL_SOURCE,160
2786,mission requirements,REQUIREMENT,160
2787,Navy,ACTOR,155
2788,Navy program executive officer,ACTOR,155
2789,acquisition executive agent for autonomy,ACTOR,155
2790,autonomous technology,TECHNOLOGY,155
2791,Department of Defense,ACTOR,23
2792,Joint Artificial Intelligence Center,ACTOR,23
2793,AI,TECHNOLOGY,23
2794,acquisition programs,REQUIREMENT,23
2795,congressional defense committees,ACTOR,23
2796,implementation plan,LEGAL_SOURCE,23
2797,acquisition executive,ACTOR,23
2798,acquisition workforce,ACTOR,23
2799,infrastructure,REQUIREMENT,23
2800,Department of Defense,ACTOR,146
2801,Department of Defense,ACTOR,146
2802,Research and Engineering,ACTOR,146
2803,Chief Information Officer,ACTOR,146
2804,Armed Force,ACTOR,146
2805,Senate,ACTOR,146
2806,House Armed Services Committees,ACTOR,146
2807,Public-Private Exchange programmes,REQUIREMENT,146
2808,AI,TECHNOLOGY,146
2809,conflict of interest requirements,REQUIREMENT,146
2810,Director of the Space Development Agency,ACTOR,158
2811,DoD,ACTOR,158
2812,Space Development Agency,ACTOR,158
2813,"military space-based sensing, tracking, and data transport architecture",TECHNOLOGY,158
2814,autonomous battle features,TECHNOLOGY,158
2815,Space Force,ACTOR,158
2816,Office of the Secretary of Defense,ACTOR,158
2817,low-Earth orbit,TECHNOLOGY,158
2818,Department of Defense,ACTOR,141
2819,DoD,ACTOR,141
2820,AI-related education,DOMAIN,141
2821,software development,TECHNOLOGY,141
2822,architecture certification programmes,REQUIREMENT,141
2823,DOD coding language proficiency,REQUIREMENT,141
2824,AI competency tests,REQUIREMENT,141
2825,artificial intelligence competency tests,REQUIREMENT,141
2826,foreign language competency system,REQUIREMENT,141
2827,Intelligence Community,ACTOR,141
2828,computer or digital programming language,TECHNOLOGY,141
2829,Department of Defense,ACTOR,24
2830,AI professionals,ACTOR,24
2831,software and data science personnel,ACTOR,24
2832,HR,ACTOR,24
2833,direct hiring authorities,REQUIREMENT,24
2834,subject matter experts,ACTOR,24
2835,ePortfolio reviews,REQUIREMENT,24
2836,referral bonuses,REQUIREMENT,24
2837,Congress,ACTOR,24
2838,report,LEGAL_SOURCE,24
2839,Department of Defense,ACTOR,152
2840,ML,TECHNOLOGY,152
2841,Armed Forces,ACTOR,152
2842,cyberexploitation,RISK,152
2843,policy recommendations,LEGAL_SOURCE,152
2844,information warfare,DOMAIN,152
2845,Executive Agent of the Joint Counter Small Unmanned Aircraft Systems Office,ACTOR,153
2846,unmanned aircraft system,TECHNOLOGY,153
2847,autonomous and semi-autonomous systems,TECHNOLOGY,153
2848,Armed Forces,DOMAIN,153
2849,operational requirements,REQUIREMENT,153
2850,plan,LEGAL_SOURCE,153
2851,National Intelligence,ACTOR,199
2852,congressional appropriations and intelligence committees,ACTOR,199
2853,intelligence community directives,LEGAL_SOURCE,199
2854,AI,TECHNOLOGY,199
2855,ML,TECHNOLOGY,199
2856,intelligence,DOMAIN,199
2857,plan and timeline,LEGAL_SOURCE,199
2858,National Intelligence,ACTOR,201
2859,OMB,ACTOR,201
2860,Intelligence Community,ACTOR,201
2861,AI,TECHNOLOGY,201
2862,ML,TECHNOLOGY,201
2863,privacy evaluations,RISK,201
2864,training data,TECHNOLOGY,201
2865,third-party-trained models,TECHNOLOGY,201
2866,AI capability monitoring,LIFECYCLE_STAGE,201
2867,model auditing,OTHER,201
2868,vulnerability testing,LIFECYCLE_STAGE,201
2869,Under Secretary of Defense for Acquisition and Sustainment,ACTOR,189
2870,pilot program,REQUIREMENT,189
2871,supply chains,RISK,189
2872,AI,TECHNOLOGY,189
2873,ML,TECHNOLOGY,189
2874,weapons platforms,TECHNOLOGY,189
2875,Department of Defense,ACTOR,188
2876,DoD,ACTOR,188
2877,Vice Chairman of the Joint Chiefs of Staff,ACTOR,188
2878,Congress,ACTOR,188
2879,Department of Defense Architecture Framework,REQUIREMENT,188
2880,application program interfaces,TECHNOLOGY,188
2881,enterprise architectures,TECHNOLOGY,188
2882,government and commercial standards,REQUIREMENT,188
2883,software,TECHNOLOGY,188
2884,AI,TECHNOLOGY,188
2885,data,TECHNOLOGY,188
2886,science and technology reinvention laboratories,ACTOR,188
2887,DoD,ACTOR,191
2888,Principal Cyber Advisor to the Secretary of Defense,ACTOR,191
2889,Chief Information Officer of the Department of Defense,ACTOR,191
2890,Director of Operational Test and Evaluation,ACTOR,191
2891,United States Cyber Command,ACTOR,191
2892,Congress,ACTOR,191
2893,cyber red teams,REQUIREMENT,191
2894,artificial intelligence systems,TECHNOLOGY,191
2895,National Intelligence,ACTOR,198
2896,Director of the Intelligence Advanced Research Projects Activity,ACTOR,198
2897,Department of Commerce,ACTOR,198
2898,Intelligence Advanced Research Projects Activity,ACTOR,198
2899,program,REQUIREMENT,198
2900,microelectronics research,LIFECYCLE_STAGE,198
2901,AI,TECHNOLOGY,198
2902,advanced computing,TECHNOLOGY,198
2903,optical communication networks,TECHNOLOGY,198
2904,quantum technology,TECHNOLOGY,198
2905,emerging technologies,TECHNOLOGY,198
2906,Congress,ACTOR,198
2907,Next Generation Air Dominance,REQUIREMENT,240
2908,Collaborative Combat Aircraft,REQUIREMENT,240
2909,GAO,ACTOR,240
2910,President,ACTOR,240
2911,Secretary,ACTOR,240
2912,air vehicles,TECHNOLOGY,240
2913,mission systems,TECHNOLOGY,240
2914,system test and evaluation,LIFECYCLE_STAGE,240
2915,training systems,DOMAIN,240
2916,cost KPPs,OTHER,240
2917,congressional defense committees,ACTOR,240
2918,Department of Commerce,ACTOR,241
2919,NOAA,ACTOR,241
2920,53rd Weather Reconnaissance Squadron,ACTOR,241
2921,Air Force Reserve Command,ACTOR,241
2922,NOAA,ACTOR,241
2923,autonomous platform,TECHNOLOGY,241
2924,weather forecasting,TECHNOLOGY,241
2925,water management,ACTOR,241
2926,flood forecasting,TECHNOLOGY,241
2927,Air Force,ACTOR,241
2928,Department of Defense,ACTOR,204
2929,Department of Defense Directive 300.09,LEGAL_SOURCE,204
2930,autonomy in weapons systems,TECHNOLOGY,204
2931,congressional defense committees,ACTOR,204
2932,Army,ACTOR,195
2933,Navy,ACTOR,195
2934,Air Force,ACTOR,195
2935,Marine Corps,ACTOR,195
2936,Space Operations,ACTOR,195
2937,electromagnetic spectrum operations,TECHNOLOGY,195
2938,AI-assisted operations,TECHNOLOGY,195
2939,Office of Strategic Capital,ACTOR,205
2940,DoD,ACTOR,205
2941,autonomous robots,TECHNOLOGY,205
2942,pilot program,REQUIREMENT,205
2943,defense industrial base,ACTOR,205
2944,Department of Defense,ACTOR,205
2945,congressional defense committees,ACTOR,205
2946,Department of Defense,ACTOR,202
2947,DoD,ACTOR,202
2948,data science,TECHNOLOGY,202
2949,ML,TECHNOLOGY,202
2950,congressional defense committees,ACTOR,202
2951,National Intelligence,ACTOR,200
2952,congressional intelligence committees,ACTOR,200
2953,China,OTHER,200
2954,AI,TECHNOLOGY,200
2955,AI,TECHNOLOGY,200
2956,supply chain,RISK,200
2957,National Intelligence,ACTOR,197
2958,Intelligence Community,ACTOR,197
2959,Commercial Cloud Enterprise,REQUIREMENT,197
2960,CIA,ACTOR,197
2961,cloud computing,TECHNOLOGY,197
2962,artificial intelligence systems,TECHNOLOGY,197
2963,congressional intelligence and appropriations committees,ACTOR,197
2964,Navy,ACTOR,187
2965,Shipyard Infrastructure Optimization Program,REQUIREMENT,187
2966,Department of the Navy,ACTOR,187
2967,AI,TECHNOLOGY,187
2968,U.S. Navy shipyards,OTHER,187
2969,congressional defense committees,ACTOR,187
2970,Chief Digital and Artificial Intelligence Officer,ACTOR,192
2971,DoD,ACTOR,192
2972,Department of Defense,ACTOR,192
2973,Chief Digital and Artificial Intelligence Officer Governing Council,ACTOR,192
2974,AI,TECHNOLOGY,192
2975,Congress,ACTOR,192
2976,Army,ACTOR,203
2977,Congress,ACTOR,203
2978,Army,ACTOR,203
2979,DoD,ACTOR,203
2980,autonomous vehicles,TECHNOLOGY,203
2981,tactical wheeled vehicles,TECHNOLOGY,203
2982,national security strategy,LEGAL_SOURCE,203
2983,congressional defense committees,ACTOR,203
2984,Chief Artificial Intelligence Officer,ACTOR,196
2985,AI,TECHNOLOGY,196
2986,ML,TECHNOLOGY,196
2987,Department of State,ACTOR,196
2988,Chief Information Officer,ACTOR,196
2989,diplomacy,ACTOR,196
2990,DoD,ACTOR,194
2991,AI,TECHNOLOGY,194
2992,ML,TECHNOLOGY,194
2993,Department of Defense,ACTOR,194
2994,bug bounty program,REQUIREMENT,194
2995,GenAI,TECHNOLOGY,194
2996,Congress,ACTOR,194
2997,bias mitigation,RISK,194
2998,cybersecurity,RISK,194
2999,training programs,DOMAIN,194
3000,intellectual property,LEGAL_SOURCE,194
3001,autonomous systems,TECHNOLOGY,194
3002,decision support systems,TECHNOLOGY,194
3003,military applications,DOMAIN,194
3004,security risks,RISK,194
3005,Department of State,ACTOR,190
3006,Department of Defense,ACTOR,190
3007,AUKUS partnership,REQUIREMENT,190
3008,Congress,ACTOR,190
3009,AI,TECHNOLOGY,190
3010,AUKUS partners,ACTOR,190
3011,defense technologies,TECHNOLOGY,190
3012,Department of Defense,ACTOR,193
3013,Chief Digital and Artificial Intelligence Officer Governing Council,ACTOR,193
3014,DoD,ACTOR,193
3015,Chief Digital and Artificial Intelligence Officer,ACTOR,193
3016,AI,TECHNOLOGY,193
3017,Defense Information School,ACTOR,193
3018,Director of the Defense Media Activity,ACTOR,193
3019,pilot program,REQUIREMENT,193
3020,digital content provenance,REQUIREMENT,193
3021,official photographs and videos,LEGAL_SOURCE,193
3022,US persons,ACTOR,193
3023,DoD,ACTOR,186
3024,Air Force,ACTOR,186
3025,pilot program,REQUIREMENT,186
3026,AI,TECHNOLOGY,186
3027,advanced digital technologies,TECHNOLOGY,186
3028,Chief Digital and Artificial Intelligence Officer,ACTOR,186
3029,Commander of the United States Transportation Command,ACTOR,186
3030,United States Transportation Command,ACTOR,186
3031,Commander of the United States Indo-Pacific Command,ACTOR,186
3032,United States Indo-Pacific Command,ACTOR,186
3033,DoD,ACTOR,186
3034,cybersecurity,RISK,186
3035,Chief Digital and Artificial Intelligence Officer,ACTOR,186
3036,report,LEGAL_SOURCE,186
3037,Committees on Armed Services,ACTOR,186
3038,House of Representatives,ACTOR,186
3039,Senate,ACTOR,186
3040,intelligent personal assistants,TECHNOLOGY,392
3041,Health Insurance Portability and Accountability Act,LEGAL_SOURCE,392
3042,HIPAA,LEGAL_SOURCE,392
3043,health information,RISK,392
3044,intelligent personal assistant,TECHNOLOGY,392
3045,natural language processing,TECHNOLOGY,392
3046,AI,TECHNOLOGY,392
3047,digital assistants,TECHNOLOGY,392
3048,virtual assistants,TECHNOLOGY,392
3049,Department of Innovation and Technology Act,LEGAL_SOURCE,371
3050,Generative AI and Natural Language Processing Task Force,ACTOR,371
3051,Task Force,ACTOR,371
3052,GenAI,TECHNOLOGY,371
3053,natural language processing software,TECHNOLOGY,371
3054,Illinois,OTHER,371
3055,consumer information protection,RISK,371
3056,model policies,LEGAL_SOURCE,371
3057,civil rights,RISK,371
3058,employment,OTHER,371
3059,cybersecurity,RISK,371
3060,Governor,ACTOR,371
3061,General Assembly,ACTOR,371
3062,Alabama Council on Advanced Technology and Artificial Intelligence,ACTOR,381
3063,Governor,ACTOR,381
3064,Legislature,ACTOR,381
3065,Lieutenant Governor,ACTOR,381
3066,Speaker of the House,ACTOR,381
3067,Speaker of the House,ACTOR,381
3068,AI,TECHNOLOGY,381
3069,privacy,RISK,381
3070,computer science,TECHNOLOGY,381
3071,annual report,LEGAL_SOURCE,381
3072,diversity,RISK,381
3073,information technology modernization and improvement plan,LEGAL_SOURCE,390
3074,Chief Technology Officer,ACTOR,390
3075,Chief Innovation Officer,ACTOR,390
3076,data analytics,TECHNOLOGY,390
3077,cloud computing,TECHNOLOGY,390
3078,electronic forms,TECHNOLOGY,390
3079,digitized workflows,TECHNOLOGY,390
3080,AI,TECHNOLOGY,390
3081,ML,TECHNOLOGY,390
3082,cloud services,TECHNOLOGY,390
3083,metrics,OTHER,390
3084,Data-Sharing and Data-Driven Decision-Making Task Force,ACTOR,384
3085,Senate,ACTOR,384
3086,House of Representatives,ACTOR,384
3087,statewide data-sharing system,TECHNOLOGY,384
3088,external consultants,ACTOR,384
3089,report,LEGAL_SOURCE,384
3090,Governor,ACTOR,384
3091,National Intelligence,ACTOR,12
3092,feasibility report,LEGAL_SOURCE,12
3093,cadre of experts in emerging technologies,REQUIREMENT,12
3094,emerging technologies,TECHNOLOGY,12
3095,software development,TECHNOLOGY,12
3096,acquisition professionals,ACTOR,12
3097,plan for implementation,LEGAL_SOURCE,12
3098,Department of Defense,ACTOR,227
3099,strategic management dashboard,TECHNOLOGY,227
3100,DoD,ACTOR,227
3101,DoD,ACTOR,227
3102,AI,TECHNOLOGY,227
3103,ML,TECHNOLOGY,227
3104,data analytic capabilities,TECHNOLOGY,227
3105,commercial best practices,REQUIREMENT,227
3106,data science,TECHNOLOGY,227
3107,AI,TECHNOLOGY,5
3108,Department of Defense,ACTOR,223
3109,Professional Military Education,ACTOR,223
3110,PME,ACTOR,223
3111,AI,TECHNOLOGY,223
3112,Congress,ACTOR,223
3113,DoD,ACTOR,226
3114,Department of Defense,ACTOR,226
3115,AI tools,TECHNOLOGY,226
3116,Department of Defense,ACTOR,225
3117,U.S.,OTHER,225
3118,AI,TECHNOLOGY,225
3119,ML,TECHNOLOGY,225
3120,Defense Acquisition University,ACTOR,224
3121,President,ACTOR,224
3122,software,TECHNOLOGY,224
3123,cybersecurity,RISK,224
3124,hardware acquisition,TECHNOLOGY,224
3125,AI,TECHNOLOGY,224
3126,ML,TECHNOLOGY,224
3127,Department of Defense,ACTOR,224
3128,Congress,ACTOR,224
3129,National Intelligence,ACTOR,237
3130,Intelligence Community,ACTOR,237
3131,Iran-origin unmanned aircraft systems,TECHNOLOGY,237
3132,Congress,ACTOR,237
3133,U.S. government,OTHER,237
3134,Five Eyes Partnership,ACTOR,237
3135,Israel,OTHER,237
3136,AI-related programs,REQUIREMENT,14
3137,federal government,ACTOR,14
