doc_id,name,authority,applies_gov,applies_private,summary
1820,AI Diffusion Rule (US BIS),Department of Commerce,False,True,"Imposes export controls on AI models, excluding publicly available models, and expands licensing requirements for AI chips to additional countries.

Establishes three tiers of countries for purposes of determining applicable export restrictions, including eighteen countries able to import AI chips without restrictions (tier 1); countries able to import AI chips through validated end-user (VEU) programs, limited-volume exceptions, and licensing, but otherwise subject to restrictions (tier 2); and countries subject to ongoing restrictions, including arms-embargoed countries (tier 3).

Establishes a Data Center Validated End User (DC VEU) program to govern compute exports related to major AI infrastructure development in second-tier countries, with different pathways and restrictions depending on data center operator nationality. Imposes cybersecurity, physical and personnel security, and sourcing mandates on DC VEU participants, as well as reporting requirements.

Imposes specific computing power deployment restrictions on companies operating in second-tier countries, including relative ratios and numerical caps.

Controls the export of AI models developed using compute above a given threshold, to be adjusted over time based on assessments of publicly available models. Requires cloud computing providers to implement security measures preventing the unauthorized training of models otherwise subject to export controls."
1816,Guidance on Algorithmic Discrimination and the New Jersey Law Against Discrimination,New Jersey,False,True,"Clarifies that the New Jersey Law Against Discrimination (LAD) applies to algorithmic discrimination through automated decision-making tools similarly to traditional discrimination.

Prohibits any form of discrimination facilitated by automated tools, regardless of intent or third-party involvement in tool development.

Requires covered entities, like employers and housing providers, to avoid disparate treatment and disparate impact discrimination in using these tools.

Mandates that entities provide reasonable accommodations to avoid discriminatory impacts, even if automated tools fail to recognize accommodations.

Holds entities liable for discrimination resulting from their use of third-party developed tools, emphasizing the importance of evaluating these tools for bias.

Encourages developers and vendors to design and test automated tools to minimize discriminatory outcomes, thus reducing liability risk under the LAD.

Reiterates the LAD's comprehensive protections against discrimination, regardless of the technology used, and provides resources for understanding these protections."
1806,Common Intelligence Community Interim Guidance Regarding the Acquisition and Use of Foundation AI Models,Federal government,True,False,"Provides interim guidance for the Intelligence Community (IC) on acquiring and using foundation AI models, focusing on model acquisition, modification, and outputs.

Requires model acquisition to comply with legal standards, ensuring alignment with established IC frameworks.

Mandates prompts and outputs be used for authorized purposes and treated as collected data when applicable, ensuring compliance with existing guidelines on retention and dissemination.

Emphasizes the need for oversight mechanisms to track U.S. person information used or retrieved from AI models."
838,"American Aviation Act, Sec. 1024 (""Review of AI and ML Technologies"")",United States Congress,True,False,"Requires the Administrator to conduct a review of current and planned AI and machine learning technologies to enhance airport efficiency and safety.

Asks the Administrator to consider best practices and lessons learned from domestic and international AI and machine learning applications.

Permits coordination with other Federal agencies to identify China's use of AI and machine learning in airport operations.

Mandates the review to include AI and machine learning applications in jet bridges, airport service vehicles, aircraft taxi, air traffic control operations, and other areas deemed necessary by the Administrator.

Obligates the Administrator to submit a report to Congress within one year detailing the review's findings."
839,"American Aviation Act, Sec. 1028 (""Air Traffic Control Training"")",United States Congress,True,False,"Mandates the Administrator to carry out a research program assessing the benefits of deploying advanced technologies such as AI to modernize, enhance, and streamline on-the-job training for FAA air traffic controllers.

Requires the Administrator to include collaboration with labor organizations and other stakeholders in the research program.

Mandates the Administrator to report findings to Congress within 1 year of the Act's enactment.
"
447,REAL Political Advertisements Act,United States Congress,False,True,"Amends the Federal Election Campaign Act of 1971 to require any political advertisement containing images or video footage generated in whole or in part using artificial intelligence to include a clear and conspicuous disclaimer, with specific formatting requirements for text, audio, video, and other media to ensure visibility and audibility.

Directs the Federal Election Commission to promulgate regulations within 120 days of enactment to implement the disclaimer requirement and define ""content generated by artificial intelligence"" to reflect both current and emerging uses of generative AI.

Requires the FEC to submit biennial reports to Congress assessing compliance and enforcement, recommending modifications, and identifying further measures to enhance transparency and accountability in political advertising."
1054,Directive on Automated Decision-Making (Canada),Government of Canada,True,False,"Requires Algorithmic Impact Assessments before production of any automated decision system, with regular updates and public disclosure of results in accessible formats.

Mandate transparency by notifying individuals when decisions are made in whole or in part by automated systems, and by providing plain-language explanations of how and why decisions were made.

Direct rigorous testing and continuous monitoring of automated decision systems to detect and mitigate unintended biases and ensure compliance with laws. 

Obligates data governance and quality assurance, including peer reviews and Gender-based Analysis Plus.

Ensures the possibility of human intervention in automated decisions and provides clients with recourse options to challenge decisions.

Specifies consequences for non-compliance under the Financial Administration Act.

Designates the Chief Information Officer to provide guidance and maintain the Algorithmic Impact Assessment."
1736,"FY2025 NDAA, Section 125 (""Designation of official responsible for autonomous surface and underwater dual-modality vehicles"")",United States Congress,True,False,"Requires the Secretary of the Navy to designate an official responsible for developing and acquiring advanced autonomous surface and underwater vehicles within 180 days of enactment.

Mandates the inclusion of a dedicated program element in the Navy's budget for the development and acquisition of these autonomous vehicles."
1064,Regulations of Shenzhen Special Economic Zone on Promoting the Artificial Intelligence Industry,Chinese provincial and local governments,False,False,"Establishes mechanisms for promoting the AI industry in Shenzhen, emphasizing high-quality AI development and integration across social and economic sectors.

Mandates the Shenzhen Municipal Government to coordinate AI development and safety, incorporating AI development into national plans and setting clear industry standards.

Encourages international collaboration in AI research and development and emphasizes ethical safety norms.

Requires construction of AI infrastructure, such as data centers, public data platforms, and open-source systems.

Encourages application of AI technologies in societal areas, such as healthcare, social governance, and education, and supports AI projects strategically.

Calls for an AI ethics committee to oversee ethical norms and governance structures, ensuring compliance with safety standards.

Implements differentiated supervision based on AI application risk levels, with high-risk applications requiring pre-evaluation.

Prohibits AI use for unlawful activities or discrimination and mandates consumer protection and privacy safeguards.

Regulations effective November 1, 2022."
444,CREATE AI Act of 2023,United States Congress,False,False,"Establishes the National Artificial Intelligence Research Resource (NAIRR) to democratize access to AI research resources and spur innovation.

Creates a NAIRR Steering Subcommittee chaired by the Director of the Office of Science and Technology Policy to oversee governance and resource allocation.

Mandates the National Science Foundation to establish a Program Management Office to coordinate day-to-day operations and compliance of the NAIRR.

Requires development of an Operating Entity through competitive processes to manage the NAIRR.

Ensures resources include computational resources, data repositories, educational tools, and AI testbeds.

Specifies criteria for user eligibility, emphasizing U.S.-based researchers and entities.

Imposes requirements and audits for privacy, ethics, civil rights, and security in AI research using NAIRR.

Allows establishment of a fee schedule with a free access tier to support research.

Ensures adherence to national security policies and scientific integrity standards."
1828,Virginia HB2094 (High-Risk Artificial Intelligence Developer And Deployer Act),Virginia,False,True,"Enacts stringent frameworks for the development and deployment of high-risk AI systems in Virginia.

Defines consequential decisions as those which may affect access to the justice system, education, employment, and financial or other such services.

Defines high-risk AI systems as those used in a consequential decision, excluding systems restricted to narrows tasks, pattern detection, and human assistance.

Mandates developers to disclose intended uses, data inputs, potential risks of algorithmic discrimination, and performance evaluations to deployers.

Requires deployers to implement risk management policies, conduct pre and post deployment impact assessments, and disclose AI system interactions to consumers, especially when making consequential decisions.

Establishes a duty of care for developers and deployers to protect against algorithmic discrimination.

Outlines civil penalties for violations, including a fine up to $1,000, with enforcement authority granted exclusively to the Attorney General.

Provides exemptions for various sectors and situations, including federal compliance and actions in the public interest.

Allows for updates post-modification of AI systems and sets guidelines for consumer notifications and appeal processes in case of adverse decisions due to AI use."
1658,Washington HB 2970 (Autonomous Vehicle Working Group),Washington,True,False,"Mandates the Washington State Transportation Commission to establish a work group to develop policy recommendations for autonomous vehicle operation on public roadways.

Requires executive branch membership from various state departments and branches, alongside legislative members and additional stakeholders from sectors including technology and motor vehicle manufacturing.

Directs the work group to monitor advancements in autonomous vehicle technology, including federal and state regulatory frameworks, and to prepare state policies for autonomous commercial and passenger vehicles.

Necessitates consideration of diverse policy areas, such as vehicle testing, registration, driver's license requirements, traffic laws, cybersecurity, and impacts on labor and businesses.

Instructs the commission to report annually to the governor and legislature on progress and propose legal modifications.

Sets an expiration date of December 31, 2023, for sections detailing the establishment and function of the work group."
1588,Washington SB 5460 (Recommendations of Autonomous Vehicle Work Group),Washington,False,True,"Amends requirements for testing autonomous vehicles on public roads in Washington State.

Mandates that self-certifying entities provide contact information, test locations, vehicle identification numbers, and proof of insurance for testing.

Requires assignment of a unique identification number for autonomous vehicles lacking a vehicle ID as mandated by law.

Obliges reporting of collisions and moving violations involving autonomous vehicles on public roads, including whether the autonomous system was active during incidents.

Demands advance written notice to relevant law enforcement agencies before testing, detailing the expected testing period, vehicle description, and contact information.

Allows the Department of Licensing to charge a fee to offset administrative costs of the self-certification testing program.

Ensures public access to information submitted by testing entities, with annual legislative reporting.

Defines ""autonomous"" vehicle levels per Society of Automotive Engineers standards J3016.

Prohibits autonomous vehicle testing without fulfilling initial information requirements."
1407,Florida HB 919 (AI Use in Political Advertising),Florida,False,False,"Establishes requirements for disclaimers on political advertisements using generative artificial intelligence in Florida.

Defines ""generative artificial intelligence"" as a system emulating input data to create synthetic content.

Requires advertisements with AI-generated content depicting actions that did not occur to include a prominent disclaimer stating ""Created in whole or in part with the use of generative artificial intelligence (AI).""

Specifies format requirements for disclaimers across various media, including print, television, internet, and audio.

Imposes first-degree misdemeanor penalties for failure to include required disclaimers, in addition to other civil penalties.

Authorizes any person to file complaints with the Florida Elections Commission for violations of this requirement.

Mandates expedited hearings for such complaints.

Sets an effective date of July 1, 2024."
637,Facial Recognition Act,United States Congress,True,False,"Prohibits law enforcement from using facial recognition without a court order, except in defined emergency circumstances. 

Mandates regular removal of photos from databases used for facial recognition, including minors and individuals not charged or acquitted.

Requires detailed applications from prosecutors and approval from courts for authorized use of facial recognition.

Prohibits the use of facial recognition with body cameras, for face surveillance, or for immigration enforcement.

Enforces annual accuracy and bias testing by independent entities and prohibits systems that fail to meet minimum standards. 

Requires public reporting and logging of facial recognition use, including demographic data.

Mandates audits of law enforcement agencies' use of facial recognition to ensure compliance and prevent misuse."
2096,Measures for Labeling of AI-Generated Synthetic Content,Chinese central government,False,True,"Requires online information service providers to label AI-generated synthetic content with both explicit and implicit labels, ensuring that users can easily recognize AI-generated content.

Instructs service providers to embed implicit labels in digital file metadata, indicating the content’s origin and attributes.

Mandates content transmission platforms to verify metadata for implicit labels and add notifications if AI-origin is detected or suspected.

Obligates application distribution platforms to assess apps for compliance with generative AI services and labeling.

Permits exceptions for omitting explicit labels if users assume responsibility, with logs stored for a period of six months.

Sets penalties for non-compliance to be enforced by the relevant regulatory authorities."
1996,Oklahoma Responsible Deployment of AI Systems Act,Oklahoma,False,True,"Enacts the ""Responsible Deployment of AI Systems Act,"" mandating comprehensive governance structures for AI deployment in Oklahoma and requiring classification of all AI systems by risk level based on their potential impact on safety, civil liberties, and fundamental rights.

Prohibits the development and deployment of Unacceptable Risk AI systems, such as social scoring or AI-driven misinformation, while imposing strict oversight, audits, and transparency requirements on high-risk systems.

Requires deployers to assess AI systems for biases, safety risks, and rights violations before deployment, implement mitigation strategies, and ensure qualified human oversight that can override system decisions.

Requires public notification and appeal mechanisms when high-risk AI systems are used to make decisions that impact individuals, ensuring transparency and recourse.

Establishes the Artificial Intelligence Council (AI Council) to regulate ethical AI use, including the AI Regulatory Sandbox Program and Workforce Development Program, to allow controlled testing of AI systems. 

Launches the AI Workforce Development Program to expand AI literacy and skills in underserved communities, prioritizing affordable training through grants to small businesses and educational institutions.

Permits the AI Council to issue penalties for noncompliance and requires deployers to disclose related incidents."
2267,"Memo 25-21 (Accelerating Federal Use of AI through Innovation, Governance, and Public Trust)",Executive Office of the President,False,False,"Directs all Executive Branch departments and agencies to adopt AI by accelerating AI use and innovation while ensuring responsible deployment and governance.  

Requires removal of barriers to AI innovation, focusing on delivering value for taxpayers and improving public services.  

Instructs agencies to develop and share AI strategies, prioritize American AI products, and enhance workforce AI readiness.  

Directs agencies to designate a Chief AI Officer (CAIO) to oversee AI efforts and improve public accountability.  

Mandates implementation of minimum risk management practices for high-impact AI and provides guidance on AI governance, including creating AI impact assessments and ensuring human oversight.  

Encourages sharing and reusing of AI resources across federal agencies to prevent redundancy and foster collaboration.  

Implements public trust in AI use by requiring performance monitoring and mechanisms for public consultation and feedback.  

Excludes specific domains like national security systems from AI governance requirements."
2268,Memo 25-22  (Driving Efficient Acquisition of Artificial Intelligence in Government),Executive Office of the President,False,False,"Promotes the competitive American AI marketplace by mandating federal agencies to procure AI systems that enhance efficiency and mission effectiveness while avoiding dependence on single vendors.

Ensures taxpayer dollars are safeguarded by tracking AI performance and managing risks as outlined in Executive Order 13960.

Directs agencies to update internal procedures within 270 days to align with this memorandum and OMB Memorandum M-25-21, requiring cross-functional teams for AI acquisitions and addressing intellectual property rights.

Mandates the protection of privacy and intellectual property, emphasizing compliance with federal law and policy.

Specifies that future AI contracts comply with new guidelines by establishing a clear timeline for implementation.

Excludes certain AI acquisitions and activities, such as national security systems and incidental AI use by contractors.

Requires GSA to develop AI acquisition guides within 100 days and establish a shared repository of best practices within 200 days."
2393,Create AI Act of 2025,United States Congress,False,False,"Establishes a National Artificial Intelligence Research Resource (NAIRR) to enhance AI research accessibility and spur innovation.

Requires the Director of the National Science Foundation, in coordination with a NAIRR Steering Subcommittee, to oversee NAIRR’s establishment and governance.

Forms a Program Management Office to manage NAIRR’s daily operations, select an Operating Entity, and oversee asset allocation.

Defines user eligibility criteria for accessing NAIRR, including U.S.-based researchers and institutions.

Mandates policies for privacy, ethics, scientific integrity, and system security, with input from various advisory committees.

Authorizes the establishment of a fee schedule for NAIRR access, ensuring a free tier for research purposes.

Permits acceptance of donations to support NAIRR’s operation from the private sector.

Coordinates with relevant federal entities to integrate AI testbeds and educational resources.

Emphasizes research security compliance, aligning with national security guidelines on research integrity."
2301,Decoupling America's Artificial Intelligence Capabilities from China Act of 2025,United States Congress,False,False,"Prohibits United States persons from importing AI technology from China and exporting AI technology to China after 180 days of enactment.

Establishes penalties for individuals and entities violating these prohibitions, including fines and forfeiture of federal contracts.

Requires the Secretary of Commerce to issue regulations implementing these prohibitions within 90 days of enactment.

Prohibits United States persons from conducting AI research and development for or with Chinese entities or nationals of concern.

Enforces penalties for these violations, including fines and federal benefits forfeiture.

Emphasizes penalties disqualifying violators from federal financial assistance for five years.

Restricts U.S. persons from having financial interests in Chinese AI research entities involved in military or surveillance activities.

Permits the President to use emergency economic powers for enforcing these prohibitions.

Involves multiple federal departments in enforcing these regulations."
2336,HEARTS Act of 2025,United States Congress,False,False,"Establishes the National Center for Alternatives to Animals in Research and Testing to promote and fund nonanimal research methods, including artificial intelligence, within one year of the Act's enactment, under the National Institutes of Health (NIH).

Requires the NIH to prioritize nonanimal methods in research proposals, assess the feasibility of nonanimal methods before approving research, and ensure proposals are reviewed by experts in nonanimal techniques.

Instructs the Director of the National Center to support federally funded researchers in developing and adopting alternatives to animal testing, including AI, and report on animal usage publicly.

Mandates each federally funded research entity using animals to report biannually on the number and species of animals used and submit and update plans to reduce these numbers. 

Defines ""animal"" to include any live nonhuman vertebrate or cephalopod used in research or testing."
2367,Promoting Precision Agriculture Act,United States Congress,False,False,"Require the Secretary of Agriculture, in consultation with the Director of the National Institute of Standards and Technology and the Federal Communications Commission, to develop voluntary, consensus-based interconnectivity standards for precision agriculture within two years.

Direct the Secretary to coordinate with relevant stakeholders, including public, private, and industry organizations, while considering factors such as the evolving demands and connectivity needs of precision agriculture, cybersecurity challenges, and the impact of AI and advanced wireless communications technology.

Instruct the Comptroller General of the United States to conduct a study one year after the standards' development and every two years thereafter for eight years, assessing these standards for their voluntariness and effectiveness in fostering precision agriculture.

Require submission of a report to relevant Senate and House Committees summarizing the findings from each study."
2347,Generative AI Terrorism Risk Assessment Act,United States Congress,False,False,"Requires the Secretary of Homeland Security to conduct annual assessments, in consultation with the Director of National Intelligence, on terrorism threats posed by terrorist organizations using generative AI applications.

Instructs inclusion of analysis on incidents involving extremist messaging, recruitment, and WMD capabilities linked to generative AI in these assessments, plus recommendations for countermeasures.

Ensures these assessments are coordinated with DHS legal and rights offices to protect privacy and civil liberties, and shared in unclassified form publicly, with classified annexes if necessary.

Mandates a briefing to congressional committees within 30 days of assessment submission.

Directs the Secretary to incorporate and disseminate terrorism threat information from fusion centers into DHS systems.

Defines ""generative AI applications"" as AI models generating synthetic content and clarifies terms for fusion centers and terrorist organizations."
2399,Protect Victims of Digital Exploitation and Manipulation Act of 2025,United States Congress,False,False,"Amends title 18, United States Code, to prohibit the production or distribution of digital forgeries of intimate visual depictions without the consent of the identifiable individual involved.

Defines digital forgery as an intimate visual depiction created or altered using software, machine learning, artificial intelligence, or other computer-generated means that appears authentic to a reasonable person.

Exempts actions taken in good faith during legal proceedings, medical applications, law enforcement, or investigations of unlawful content or conduct.

Excludes communications service providers from liability unless they recklessly distribute the content.

Applies regulations if either the offender or the victim is a U.S. national.

Defines terms such as consent, digital forgery, identifiable individual, intimate visual depiction, and communications service.

Provides severability to ensure the statute's provisions remain effective even if parts are judged unconstitutional."
2320,China Technology Transfer Control Act of 2025,United States Congress,False,False,"Control the export, re-export, and transfer of certain national interest technology and intellectual property, including AI, to China, starting 180 days after the Act's enactment.

Require the Secretary of State and the Secretary of Commerce to report within 90 days on the necessity of controls under specific export regulations.

Prescribe regulations within 180 days to enforce these controls.

Impose sanctions under the International Emergency Economic Powers Act on entities engaging in the unlawful transfer or use of controlled technologies with China, excluding goods importation.

Empower the President to waive sanctions if deemed in U.S. national security interests.

Instruct the United States Trade Representative to annually list Chinese products, including AI, that receive government support or assist in human rights violations.

Include AI technologies in products receiving Chinese support under its industrial policy, ""Made in China 2025."""
2381,AI PLAN Act,United States Congress,False,False,"Require the Secretary of the Treasury, Secretary of Homeland Security, and Secretary of Commerce, in consultation with specified officials, to jointly submit annual reports to Congress on defending against financial crime risks posed by AI, including fraud and misinformation.

Describe interagency policies and procedures to protect against these risks, listing available and needed resources, technologies, and budget estimates.

Consider risks such as deepfakes, voice cloning, and foreign election interference.

List officials consulted as the U.S. Trade Representative, Attorney General, Federal Reserve Chairman, NIST Director, Undersecretary of Commerce for Industry and Security, and SEC Chairman.

Submit recommendations to Congress within 90 days post-report, including legislative suggestions and best practices for risk mitigation related to AI-driven financial crimes."
2304,S.305 Small Business Technological Act of 2025,United States Congress,False,False,"Authorize the Small Business Administration to provide loans for business software, cloud computing services, and technology that utilize artificial intelligence.

Permit these loans to support business operations, including the processing, payment, or tracking of payroll expenses, human resources, sales and billing functions, and accounting or tracking of supplies, inventory, records, and expenses.

Clarify that this provision does not invalidate prior loans made for similar purposes under the Small Business Act.

Prohibit the use of these loans for research and development activities.

Ensure the amendment does not alter the definition of working capital in the context of the Small Business Act."
2334,Protecting Our Children in an AI World Act of 2025,United States Congress,False,False,"Amends title 18 of the United States Code to prohibit child pornography produced using artificial intelligence.

Eliminates the affirmative defense in prosecutions involving AI-generated child pornography by removing certain clauses in Section 2252A(c).

Expands the definition of sexually explicit conduct in Section 2256(2)(B) to include actual or simulated obscene exhibition of the clothed or unclothed genitals, pubic area, buttocks, or female nipple.

Ensures that if any provision of the Act is held unconstitutional, the remaining provisions continue to have effect."
2410,"CORE Act of 2025, Section 2(b) (""Report on transboundary hydrocarbon reservoirs"")",United States Congress,False,False,"Leverages artificial intelligence and other emerging technologies to approximate the resources in transboundary hydrocarbon reservoirs.

Requires the application of data analysis tools, AI, quantum computing, and modeling to refine resource estimates and reduce uncertainty.

Instructs the Secretaries to prioritize advanced geophysical, geological, and geotechnical data in the report.

Encourages partnerships with federal agencies such as the National Science Foundation and the National Oceanic and Atmospheric Administration to utilize existing maritime technologies.

Tasks the report preparation with addressing uncertainties using AI and other technologies for informed decision-making on transboundary hydrocarbon reservoirs."
2409,"Bipartisan Health Care Act, Sec. 217. Report on wearable medical devices.",United States Congress,False,False,"Instructs the Comptroller General of the United States to conduct a technology assessment and submit a report to Congress on wearable medical devices.

Requires the report to assess the capabilities and limitations of these devices in supporting clinical decision-making.

Includes an evaluation of the potential for such devices to accurately prescribe treatments.

Examines the benefits and challenges of integrating artificial intelligence to enhance these devices.

Provides policy options to maximize benefits and mitigate challenges associated with the development or use of wearable medical devices."
2047,San Jose AI Policy 1.7.12,"San Jose, CA",True,False,"Establishes a governance framework for AI use in San José, aligning with the City’s data security, privacy, and existing policies.

Directs the Chief Information Officer (CIO) to manage the AI Handbook, with the City Information Security Officer (CISO) and City Digital Privacy Officer (CDPO) ensuring system security, resilience, privacy, and policy compliance.

Requires users to uphold guiding principles such as effectiveness, transparency, equity, accountability, privacy, and security.

Prohibits AI applications involving real-time biometric identification, emotion analysis, fully automated impactful decisions, social scoring, and cognitive manipulation.

Mandates reporting AI-caused harm within 24 hours.

Implements sunset procedures for outdated AI systems.

Obliges compliance with public records laws and City’s transparency policies.

Enforces policy adherence, with violations subject to disciplinary action.

Requires Finance to obtain AI usage disclosures in procurement.

Defines AI and related system terms within the policy context."
1974,California AG’s Legal Advisory on the Application of Existing Laws to AI,California,False,True,"Guides AI developers, sellers, and users in California on legal obligations under state consumer protection, civil rights, competition, and data privacy laws.

Requires that AI systems comply with laws against unfair practices, deceptive advertising, false advertising, and any antitrust violations.

Addresses risks of bias and discrimination in AI systems under civil rights laws, enforcing accountability for discriminatory outcomes.

Mandates transparency about AI's use, dataset training, and impact assessment.

Prohibits misuse of AI for impersonation, false representation, and creation of deceptive political content.

Enforces privacy compliance under the California Consumer Privacy Act, ensuring data protection and informed consent from consumers when AI systems use personal information.

Introduces new AI legislation, effective January 2025, mandating disclosures, detection tools for AI-generated content, and accountability in entertainment and election contexts.

Expands prohibitions on exploitative AI uses, including specific amendments addressing child pornography and deepfake technologies.

Ensures AI tools in healthcare require supervision by licensed physicians."
1970,Meta Frontier AI Framework (Version 1.1),Private-sector companies,False,True,"Establishes a Frontier AI Framework at Meta to manage risks of advanced AI, focusing on models exceeding current advanced capabilities.

Implements processes to prevent catastrophic outcomes by identifying threat scenarios and developing threat models.

Defines risk thresholds to categorize AI models; critical threshold results in ceasing development, while high and moderate thresholds dictate further risk mitigation measures.

Outlines governance and transparency processes in AI development, including stages of planning, evaluation, mitigation, and decision-making policies.

Emphasizes threat modeling exercises to assess catastrophic risks and ensure models do not uniquely enable harmful scenarios.

Focuses on cybersecurity and chemical/biological risks by specifying threat scenarios and enabling capabilities to guide risk assessments.

Plans to update the framework by integrating evolving AI risks and research, actively engaging with AI communities, and enhancing evaluation and post-release monitoring techniques."
1678,Establishment of Reporting Requirements for the Development of Advanced Artificial Intelligence Models and Computing Clusters (Proposed Rule),Department of Commerce,True,False,"Amends 15 CFR part 702 to introduce special reporting requirements for U.S. entities involved in advanced AI model development and computing clusters.

Requires covered U.S. persons to notify the Department quarterly if engaging in AI activities exceeding specified computational thresholds.

Mandates covered U.S. persons to respond to BIS inquiries within 30 days and correct incomplete submissions within 14 days.

Obliges entities to report any training or development of dual-use foundation models, including security measures and model performance in AI red-team testing.

Stipulates that entities submit affirmations of no applicable activities if none occur for seven consecutive quarters.

Defines key terms, including AI red-teaming, dual-use foundation models, and large-scale computing clusters, to specify the scope of activities to which these requirements apply.

Establishes quarterly notification deadlines and processes for requesting extensions if additional response time is needed."
1991,Illinois SB2203 (Preventing Algorithmic Discrimination Act),Illinois,False,True,"Enacts the Preventing Algorithmic Discrimination Act in Illinois to combat discrimination by automated decision tools. 

Defines ""algorithmic discrimination"" as resulting from AI tool usage that causes discrimination against protected classes.

Requires deployers to perform annual impact assessments on automated tools by January 2027, analyzing potential biases and preventing discrimination. 

Mandates notifications to individuals affected by AI decisions, with options for alternative processes. 

Requires an alternative process for those that request AI tools not be used in a decision.

Obliges deployers to establish comprehensive governance programs to manage discrimination risks, requiring technical safeguards and annual compliance reviews. 

Mandates public availability of policies on AI tool usage and discrimination management. 

Prohibits use of tools resulting in algorithmic discrimination, with civil actions allowed from January 2028 for violations, including compensatory damages and legal fees. 

Obliges deployers to submit impact assessments to the Attorney General, with fines for non-compliance. 

Integrates enforcement with the Consumer Fraud and Deceptive Business Practices Act."
1203,AI Incident Reporting and Security Enhancement Act,United States Congress,True,False,"Directs the Director of the National Institute of Standards and Technology (NIST) to update the National Vulnerability Database to include AI security vulnerabilities.

Requires NIST to establish common definitions for AI security vulnerabilities and develop standards for managing these vulnerabilities.

Mandates a multi-stakeholder process to assess voluntary reporting and tracking of substantial AI security and safety incidents, and to establish guidelines, best practices, and standardized mechanisms for reporting AI incidents.

Obligates NIST to submit a report to Congress within three years, detailing the findings and recommendations from the multi-stakeholder process on AI incident reporting and tracking."
406,H. R. 6791 (AI Literacy Act of 2023),United States Congress,False,True,"Amends the Digital Equity Act of 2021 to include artificial intelligence (AI) literacy within the scope of digital literacy.

Defines ""artificial intelligence literacy"" as understanding basic AI principles, applications, implications, limitations, and ethical considerations.

Requires grants to support AI literacy initiatives in public elementary and secondary schools, including teacher training, professional development, and resource development.

Supports higher education institutions to develop AI learning labs, virtual platforms, and educational tools for teachers and community educators.

Includes grants to community anchor institutions for AI education and training programs.

Mandates an annual report to Congress summarizing and analyzing the progress and impact of AI literacy initiatives, with recommendations for expansion or modification."
904,AI Transparency in Elections Act of 2024,United States Congress,False,True,"Requires the inclusion of disclaimers on political advertisements containing content substantially generated by AI.

Mandates that disclaimers must clearly state the use of AI in creating or materially altering the content.

Establishes safe harbor guidelines for what constitutes a ""clear and conspicuous manner"" in disclaimers for image, audio, and video communications.

Amends the Federal Election Campaign Act of 1971 to include penalties for violations of the disclaimer requirements, with fines up to $50,000.

Directs the Federal Election Commission (FEC) to issue regulations outlining criteria for determining substantially AI-generated content and requirements for the disclosure statement. 

Requires the FEC to report on compliance and enforcement within two years and biannually thereafter to Congress."
2125,Colorado (2021) SB 169 (Protecting Consumers From Unfair Discrimination),Colorado,False,False,"Prohibits insurers from using external consumer data, algorithms, and predictive models that result in unfair discrimination based on various protected characteristics such as race, gender, or sexual orientation.

Requires the Commissioner of Insurance to adopt rules ensuring insurers demonstrate their data and models do not result in unfair discrimination.

Engages a stakeholder process to gather input from insurers, consumers, and other parties before rule adoption.

Obliges insurers to provide detailed information about their data usage and implement risk management frameworks to minimize discrimination risks.

Allows the Commissioner to examine and investigate insurers' data practices.

Permits exemption for certain insurance types such as title insurance and high-premium commercial insurance policies.

Defines key terms like ""algorithm"" and ""predictive model"" as related to insurance practices, emphasizing consumer data's impact on discrimination."
2120,New York (2020) SB 5959 (Dissemination of Digital Replica),New York,False,False,"Establishes the right of publicity, allowing individuals to control the use of their name, voice, signature, photograph, or likeness, especially for deceased performers and personalities. 

Prohibits unauthorized use of digital replicas in fictional works without clear disclaimers or consent from rights holders. 

Defines penalties for illicit use, including compensatory and punitive damages, and requires proof of unauthorized profits for damages calculation. 

Clarifies exceptions for newsworthy, educational, or political contexts where rights protection does not apply.

Allows a private right of action for individuals depicted in non-consensual, sexually explicit material, prohibiting dissemination.

Requires disclaimers be insufficient defense in unauthorized explicit material cases.

Enables registration of deceased personalities' rights with the Secretary of State.

Establishes a 40-year post-mortem protection limit for these rights.

Specifies severability and additional legal recourse without superseding existing legal protections."
2245,"Washington SB 5092 (2021-22), Sec 151 (""For the Consolidated Technology Services Agency"")",Washington,False,False,"Establishes a work group led by the Office of the Chief Information Officer (OCIO) to develop recommendations for automated decision systems, including AI-enabled profiling, focusing on fairness, transparency, and non-discrimination.

Requires the OCIO to oversee procurement and contracting for IT goods and services, ensuring cloud technology fee recovery and project data posting on the statewide IT dashboard.

Provides $12,000 for examining and auditing automated decision-making systems to ensure fairness and transparency.

Allocates $23,150,000 for Microsoft's 365 licenses with advanced security features, alongside distribution and annual license reporting requirements.

Designates $12,393,000 for cybersecurity efforts, $4,303,000 for small agency IT services, and $1,493,000 for cybersecurity implementation, pending bill enactment.

Involves various state departments in creating a health and human services enterprise coalition led by the Health Care Authority.

Directs collaborative data management efforts for a state-operated geospatial data portal related to natural hazards."
