name,category,doc_id,id
West Virginia House Resolution 3,LEGAL_SOURCE,147,1269
Select Committee on Artificial Intelligence,REQUIREMENT,147,1270
West Virginia House of Delegates,ACTOR,147,1271
Speaker of the House,ACTOR,843,1272
House,ACTOR,937,1273
Standing Committees,ACTOR,147,1274
Hawaii House Concurrent Resolution 71,LEGAL_SOURCE,148,1275
Department of Health,ACTOR,148,1276
Stakeholder Working Group,REQUIREMENT,148,1277
limited English proficiency (LEP) populations,ACTOR,148,1278
language services,REQUIREMENT,148,1279
AI-based solutions,TECHNOLOGY,148,1280
community-based organizations,ACTOR,148,1281
language service providers,ACTOR,148,1282
Mississippi House Bill 633 (2021),LEGAL_SOURCE,149,1283
State Department of Education,ACTOR,924,1284
K-12 computer science curriculum,REQUIREMENT,149,1285
2018 standards,REQUIREMENT,149,1286
Center for Cyber Education,ACTOR,149,1287
Mississippi State University,ACTOR,915,1288
school districts,ACTOR,938,1289
computer science,DOMAIN,917,1290
elementary schools,ACTOR,149,1291
charter schools,ACTOR,149,1292
middle and high school,DOMAIN,574,1293
computer science courses,DOMAIN,149,1294
high schools,ACTOR,149,1295
"Vermont 2019 Act No.16, Section 20",LEGAL_SOURCE,150,1296
Artificial Intelligence Task Force,REQUIREMENT,184,1297
Senate Committee on Government Operations,ACTOR,150,1298
House Committee on Energy and Technology,ACTOR,150,1299
"AMBITIOUS, SAFE, RESPONSIBLE: Our approach to the delivery of AI-enabled capability in Defence",LEGAL_SOURCE,151,1300
AI-enabled weapons systems,TECHNOLOGY,151,1301
International Humanitarian Law,LEGAL_SOURCE,151,1302
ethical principles,LEGAL_SOURCE,869,1303
bias mitigation,RISK,822,1304
Centre for Data Ethics and Innovation,ACTOR,151,1305
AI Ethics Advisory Panel,REQUIREMENT,151,1306
human control,RISK,878,1307
AI-empowered defense systems,TECHNOLOGY,151,1308
Advancing Automation Research and Development in Agriculture Act,LEGAL_SOURCE,152,1309
research and extension grant program,REQUIREMENT,152,1310
mechanization and automation,TECHNOLOGY,152,1311
resource management,TECHNOLOGY,430,1312
universities,ACTOR,921,1313
private organizations,ACTOR,721,1314
scientific peer review,REQUIREMENT,152,1315
specialty crops committee,ACTOR,152,1316
Commodity Credit Corporation,ACTOR,152,1317
International Artificial Intelligence Research Partnership Act of 2024,LEGAL_SOURCE,153,1318
AI leadership,REQUIREMENT,854,1319
nonprofits,ACTOR,769,1320
academic institutions,ACTOR,841,1321
AI research collaborations,REQUIREMENT,698,1322
foreign policy,ACTOR,773,1323
export control regulations,LEGAL_SOURCE,153,1324
Expanding AI Voices Act,LEGAL_SOURCE,154,1325
National AI Initiative Act,LEGAL_SOURCE,154,1326
nonprofit organizations,ACTOR,486,1327
Tribal,ACTOR,707,1328
AI research institutes,REQUIREMENT,375,1329
faculty,ACTOR,921,1330
ethical AI education,LEGAL_SOURCE,154,1331
diversity,RISK,938,1332
Canada Artificial Intelligence and Data Act (Companion document),LEGAL_SOURCE,155,1333
Artificial Intelligence and Data Act,LEGAL_SOURCE,155,1334
AIDA,LEGAL_SOURCE,155,1335
Canada,GEOGRAPHIC,597,1336
"Minister of Innovation, Science, and Industry",ACTOR,155,1337
AI and Data Commissioner,ACTOR,155,1338
criminal law,LEGAL_SOURCE,155,1339
international norms,REQUIREMENT,879,1340
EU AI Act,LEGAL_SOURCE,863,1341
administrative penalties,PENALTY,875,1342
behavior influence,DOMAIN,156,1343
health and safety,DOMAIN,155,1344
Massachusetts HD 396 (2025-2026),LEGAL_SOURCE,156,1345
Chapter 93M,LEGAL_SOURCE,210,1346
Massachusetts,GEOGRAPHIC,937,1347
risk management programs,REQUIREMENT,156,1348
consumer targeting,DOMAIN,156,1349
consumer rights,RISK,760,1350
unfair trade practices,PENALTY,210,1351
rulemaking,LEGAL_SOURCE,830,1352
public education campaign,REQUIREMENT,156,1353
AI consumer rights,LEGAL_SOURCE,156,1354
San Francisco Generative AI Guidelines,LEGAL_SOURCE,157,1355
human review,ACCOUNTABILITY,904,1356
IT leaders,ACTOR,157,1357
AI components,TECHNOLOGY,768,1358
Office of Cybersecurity,ACTOR,157,1359
City Administrator’s Office,ACTOR,157,1360
legislative frameworks,LEGAL_SOURCE,157,1361
State of Ohio Administrative Policy on AI,LEGAL_SOURCE,158,1362
Ohio,GEOGRAPHIC,158,1363
AI use cases,TECHNOLOGY,886,1364
ongoing monitoring,LIFECYCLE_STAGE,833,1365
AI outputs,TECHNOLOGY,872,1366
Ohio Department of Administrative Services,ACTOR,158,1367
sensitive data,SENSITIVE_DATA,820,1368
Chief Data Officer Council,ACTOR,792,1369
repositories,LEGAL_SOURCE,777,1370
Maryland State Executive Order 01.01.2024.02,LEGAL_SOURCE,159,1371
AI Subcabinet,ACTOR,159,1372
Maryland,GEOGRAPHIC,907,1373
AI Action Plan,LEGAL_SOURCE,159,1374
NIST’s AI Risk Management Framework,REQUIREMENT,518,1375
Department of Information Technology,ACTOR,904,1376
Department of General Services,ACTOR,159,1377
Georgia Technology Authority Artificial Intelligence Responsible Use (SS-23-002),LEGAL_SOURCE,160,1378
Georgia,GEOGRAPHIC,160,1379
Georgia Technology Authority,ACTOR,160,1380
GTA,ACTOR,160,1381
testing and monitoring,LIFECYCLE_STAGE,881,1382
Enterprise's Data Protection Policies,LEGAL_SOURCE,160,1383
AI misuse,RISK,869,1384
State CIO,ACTOR,160,1385
GTA OIS,ACTOR,160,1386
Alabama Executive Order No. 738,LEGAL_SOURCE,161,1387
Governor’s Task Force on Generative Artificial Intelligence,REQUIREMENT,161,1388
Alabama,GEOGRAPHIC,502,1389
"May 1, 2024",LEGAL_SOURCE,939,1390
Office of Information Technology,ACTOR,161,1391
secure cloud infrastructure,TECHNOLOGY,161,1392
state executive-branch agencies,ACTOR,161,1393
State of North Dakota Artificial Intelligence Policy,LEGAL_SOURCE,162,1394
North Dakota,GEOGRAPHIC,162,1395
NDIT,ACTOR,162,1396
Security Risk Management Program,REQUIREMENT,162,1397
AI/ML services,TECHNOLOGY,162,1398
AI technology inventory,LEGAL_SOURCE,162,1399
North Carolina State Government Responsible Use of Artificial Intelligence Framework,LEGAL_SOURCE,163,1400
ethical AI application,LEGAL_SOURCE,163,1401
human-centered AI,LEGAL_SOURCE,478,1402
citizens,ACTOR,909,1403
data privacy controls,RISK,163,1404
AI lifecycle,REQUIREMENT,459,1405
AI inventory,LEGAL_SOURCE,163,1406
NIST AI RMF,REQUIREMENT,163,1407
State of New Hampshire Use of Artificial Intelligence Technologies Policy,LEGAL_SOURCE,164,1408
New Hampshire,GEOGRAPHIC,164,1409
State,GEOGRAPHIC,632,1410
ethical guidelines,LEGAL_SOURCE,859,1411
Personal Identifying Information,PERSONAL_DATA,164,1412
PII,PERSONAL_DATA,164,1413
natural language processing,TECHNOLOGY,859,1414
transportation,DOMAIN,859,1415
cybersecurity measures,RISK,820,1416
Statewide Information Security Manual,LEGAL_SOURCE,164,1417
NIST-800-53,REQUIREMENT,164,1418
Agency heads,ACTOR,164,1419
Business Relationship Management Division,ACTOR,164,1420
AI ethics code,LEGAL_SOURCE,164,1421
New Jersey Executive Order No. 346,LEGAL_SOURCE,165,1422
ethical use,LEGAL_SOURCE,872,1423
Chief Technology Officer,ACTOR,335,1424
Chief Innovation Officer,ACTOR,335,1425
Chief Executive Officer,ACTOR,165,1426
Economic Development Authority,ACTOR,165,1427
Rhode Island Executive Order 24-06,LEGAL_SOURCE,166,1428
federated data platform,TECHNOLOGY,166,1429
Rhode Island,GEOGRAPHIC,229,1430
Chief Data Officer,ACTOR,615,1431
Data Center of Excellence,ACTOR,166,1432
AI Center of Excellence,REQUIREMENT,380,1433
AI policies and ethics,LEGAL_SOURCE,166,1434
AI Task Force,REQUIREMENT,166,1435
Department of Labor and Training,ACTOR,166,1436
Rhode Island Department of Education,ACTOR,166,1437
Office of Post Secondary Commissioner,ACTOR,166,1438
AI training programs,REQUIREMENT,166,1439
Mississippi Senate Bill 2062,LEGAL_SOURCE,167,1440
Artificial Intelligence in Education Task Force,REQUIREMENT,167,1441
Mississippi,GEOGRAPHIC,915,1442
State Superintendent of Education,ACTOR,167,1443
task force,REQUIREMENT,901,1444
Lieutenant Governor,ACTOR,843,1445
Legal Advisory on the Application of Existing California Law to Artificial Intelligence in Healthcare (California Attorney General),LEGAL_SOURCE,168,1446
healthcare entities,DOMAIN,168,1447
health insurance claims,DOMAIN,168,1448
discriminate against patients,RISK,168,1449
reproductive and genetic data,SENSITIVE_DATA,168,1450
patients,ACTOR,856,1451
Unfair Competition Law,LEGAL_SOURCE,168,1452
Unruh Civil Rights Act,LEGAL_SOURCE,168,1453
Confidentiality of Medical Information Act,LEGAL_SOURCE,168,1454
New York 2025-A768,LEGAL_SOURCE,169,1455
Artificial Intelligence Consumer Protection Act,LEGAL_SOURCE,169,1456
AI decision systems,TECHNOLOGY,169,1457
risk management program,REQUIREMENT,169,1458
trade secrets,SENSITIVE_DATA,812,1459
"Advancing Governance, Innovation, and Risk Management for Agency Use of Artificial Intelligence",LEGAL_SOURCE,170,1460
public rights and safety,RISK,170,1461
AI-related risks,RISK_CATEGORIES,839,1462
IT infrastructure,TECHNOLOGY,170,1463
federal policies,LEGAL_SOURCE,170,1464
Advancing the Responsible Acquisition of Artificial Intelligence in Government,LEGAL_SOURCE,171,1465
AI acquisition,TECHNOLOGY,630,1466
National Security Systems,TECHNOLOGY,171,1467
Illinois HB 3506,LEGAL_SOURCE,172,1468
safety and security protocol,REQUIREMENT,172,1469
risk assessment reports,LEGAL_SOURCE,172,1470
third-party audit,REQUIREMENT,172,1471
public safety,RISK,908,1472
whistleblower protections,LEGAL_SOURCE,214,1473
Opinions on Strengthening the Governance of Science and Technology Ethics,LEGAL_SOURCE,173,1474
National Science and Technology Ethics Commission,ACTOR,216,1475
S&T ethics,LEGAL_SOURCE,216,1476
Ministry of Science and Technology,ACTOR,216,1477
S&T ethics review committees,REQUIREMENT,173,1478
14th Five-Year Plan,LEGAL_SOURCE,173,1479
Massachusetts Executive Order 629,LEGAL_SOURCE,174,1480
AI Strategic Task Force,REQUIREMENT,174,1481
Office of the Governor of Massachusetts,ACTOR,174,1482
life sciences,DOMAIN,820,1483
Recommendation of the Council on Artificial Intelligence (5/2/2024),LEGAL_SOURCE,175,1484
AI actors,ACTOR,459,1485
robustness,RISK,947,1486
governments,ACTOR,947,1487
governance environments,LEGAL_SOURCE,175,1488
labor market,EMPLOYMENT,914,1489
skills training,DOMAIN,175,1490
global technical standards,REQUIREMENT,459,1491
Digital Policy Committee,ACTOR,175,1492
AI in America: OpenAI's Economic Blueprint,LEGAL_SOURCE,176,1493
national competitiveness,RISK,854,1494
AI companies,ACTOR,264,1495
AI Economic Zones,REQUIREMENT,176,1496
AI education strategy,LEGAL_SOURCE,176,1497
Compact for AI,LEGAL_SOURCE,176,1498
Chinese-backed infrastructure projects,REQUIREMENT,176,1499
training programs,DOMAIN,864,1500
(Trial) Measures for Science and Technology Ethics Reviews,LEGAL_SOURCE,177,1501
S&T ethics reviews,REQUIREMENT,177,1502
medicine,DOMAIN,686,1503
MOST,ACTOR,177,1504
S&T activities,REQUIREMENT,216,1505
"December 1, 2023",LEGAL_SOURCE,177,1506
Workforce for AI Trust Act,LEGAL_SOURCE,178,1507
National Artificial Intelligence Initiative Act of 2020,LEGAL_SOURCE,789,1508
AI fellowships,REQUIREMENT,178,1509
STEM fields,DOMAIN,178,1510
AI governance workforce,EMPLOYMENT,178,1511
AI risk management,LEGAL_SOURCE,863,1512
New Mexico 2025 HB 60,LEGAL_SOURCE,179,1513
Artificial Intelligence Act,LEGAL_SOURCE,179,1514
New Mexico,GEOGRAPHIC,179,1515
state department of justice,ACTOR,179,1516
consumer civil actions,ACCOUNTABILITY,179,1517
City of Long Beach Data Privacy Guidelines (2021),LEGAL_SOURCE,180,1518
AI or related technologies,TECHNOLOGY,180,1519
Mississippi Executive Order No. 1584,LEGAL_SOURCE,181,1520
Mississippi Department of Information Technology Services,ACTOR,181,1521
AI processes,TECHNOLOGY,913,1522
government stakeholders,ACTOR,181,1523
AI inventories,LEGAL_SOURCE,710,1524
Executive Order,LEGAL_SOURCE,838,1525
Google DeepMind Frontier Safety Framework Version 2.0,LEGAL_SOURCE,182,1526
Frontier Safety Framework,LEGAL_SOURCE,260,1527
Critical Capability Levels,REQUIREMENT,260,1528
CCLs,BENCHMARK,260,1529
deceptive alignment,RISK,182,1530
"chemical, biological, radiological, nuclear attacks",RISK,182,1531
CBRN,RISK,823,1532
cyber threats,RISK,552,1533
deployment mitigations,RISK,260,1534
early warning evaluations,BENCHMARK,182,1535
governance protocols,ACCOUNTABILITY,182,1536
Google DeepMind AGI Safety Council,ACTOR,182,1537
risk modeling,BENCHMARK,182,1538
capability assessments,BENCHMARK,182,1539
National Artificial Intelligence Strategy 2024-2025 Action Plan (Turkey),LEGAL_SOURCE,183,1540
TechVisa Program,REQUIREMENT,183,1541
Turkey,GEOGRAPHIC,183,1542
AI workforce,REQUIREMENT,446,1543
data science,TECHNOLOGY,396,1544
AI certification training programs,REQUIREMENT,183,1545
advanced analytics,TECHNOLOGY,780,1546
national occupational standards,REQUIREMENT,183,1547
generative AI models,TECHNOLOGY,814,1548
Turkish large language model,TECHNOLOGY,183,1549
Legal Assessment Guide for AI Applications,LEGAL_SOURCE,183,1550
AI education model,REQUIREMENT,183,1551
Indiana Senate Bill 2024-150,LEGAL_SOURCE,184,1552
Indiana,GEOGRAPHIC,184,1553
data security measures,RISK,708,1554
Hiroshima Process International Code of Conduct for Organizations Developing Advanced AI Systems,LEGAL_SOURCE,185,1555
trustworthy,RISK,715,1556
traceability,TRANSPARENCY,882,1557
information sharing,REQUIREMENT,835,1558
security controls,RISK,831,1559
content authentication mechanisms,TECHNOLOGY,185,1560
international technical standards,REQUIREMENT,863,1561
Hiroshima Process International Guiding Principles for Advanced AI Systems,LEGAL_SOURCE,186,1562
content authentication and provenance mechanisms,TECHNOLOGY,186,1563
UN SDG goals,LEGAL_SOURCE,186,1564
personal data privacy,RISK,186,1565
IP protection,RISK,186,1566
Political Declaration on Responsible Military Use of Artificial Intelligence and Autonomy,LEGAL_SOURCE,187,1567
military AI,TECHNOLOGY,878,1568
international law,LEGAL_SOURCE,471,1569
international humanitarian law,LEGAL_SOURCE,878,1570
human command chain,ACCOUNTABILITY,187,1571
civilian protection,RISK,187,1572
senior officials,ACTOR,595,1573
auditable methodologies,TRANSPARENCY,187,1574
automation bias,RISK,497,1575
"An Act to amend Tennessee Code Annotated, Title 39, Chapter 14, Part 1 and Title 47, relative to the protection of personal rights.",LEGAL_SOURCE,188,1576
Personal Rights Protection Act of 1984,LEGAL_SOURCE,188,1577
"Ensuring Likeness, Voice, and Image Security Act of 2024",LEGAL_SOURCE,188,1578
property rights,RISK,529,1579
mediums,ACTOR,923,1580
civil liability,PENALTY,656,1581
unauthorized commercial use,RISK,188,1582
"Servicemember Quality of Life Improvement and National Defense Authorization Act for Fiscal Year 2025, Section 235 (""Competitive demonstration of automated target recognition algorithms"")",LEGAL_SOURCE,189,1583
automated target recognition algorithms,TECHNOLOGY,189,1584
Replicator initiative,REQUIREMENT,189,1585
"Servicemember Quality of Life Improvement and National Defense Authorization Act for Fiscal Year 2025, Section 1547 (""Joint partner-sharing network capabilities for Middle East defense integration"")",LEGAL_SOURCE,190,1586
Chief Data and Artificial Intelligence Officer,ACTOR,718,1587
combatant command warfighter forum on AI,REQUIREMENT,190,1588
"Servicemember Quality of Life Improvement and National Defense Authorization Act for Fiscal Year 2025, Section Title XV, Subtitle D (""Artificial Intelligence"")",LEGAL_SOURCE,191,1589
high-performance computing infrastructure,TECHNOLOGY,728,1590
security standards,REQUIREMENT,332,1591
data procurement,REQUIREMENT,191,1592
centers of excellence,REQUIREMENT,557,1593
"Servicemember Quality of Life Improvement and National Defense Authorization Act for Fiscal Year 2025, Section 221 (""Improvements relating to defining, identifying, and planning the artificial intelligence workforce of the Department of Defense"")",LEGAL_SOURCE,192,1594
Chief Digital Engineering Recruitment and Management Officer,ACTOR,192,1595
AI workforce policy,LEGAL_SOURCE,192,1596
data systems,TECHNOLOGY,691,1597
Human Capital Operating Plan,LEGAL_SOURCE,192,1598
AI terminology,REQUIREMENT,192,1599
"Servicemember Quality of Life Improvement and National Defense Authorization Act for Fiscal Year 2025, Section 1087 (""Establishment of Department of Defense working group on multilateral artificial intelligence coordination"")",LEGAL_SOURCE,193,1600
U.S. allies,ACTOR,774,1601
battlespace awareness,DOMAIN,420,1602
defense operations,REQUIREMENT,193,1603
AI data security,RISK,193,1604
export laws,LEGAL_SOURCE,420,1605
"Servicemember Quality of Life Improvement and National Defense Authorization Act for Fiscal Year 2025, Section 236 (""Pilot program on development of near-term use cases and demonstration of artificial intelligence toward biotechnology applications for national security"")",LEGAL_SOURCE,194,1606
biotechnology,DOMAIN,737,1607
computing infrastructure,TECHNOLOGY,915,1608
AI model validation,TECHNOLOGY,194,1609
transition plan,LEGAL_SOURCE,194,1610
ecosystem analysis,LEGAL_SOURCE,194,1611
"Servicemember Quality of Life Improvement and National Defense Authorization Act for Fiscal Year 2025, Section 225 (""Duties of Chief Digital and Artificial Intelligence Officer Governing Council relating to artificial intelligence models and advanced artificial intelligence technologies"")",LEGAL_SOURCE,195,1612
John S. McCain National Defense Authorization Act,LEGAL_SOURCE,195,1613
Chief Digital and Artificial Intelligence Officer Governing Council,ACTOR,416,1614
adversarial countries,GEOGRAPHIC,195,1615
"Servicemember Quality of Life Improvement and National Defense Authorization Act for Fiscal Year 2025, Section 6506 (""Enhancement of authority for intelligence community public-private talent exchanges"")",LEGAL_SOURCE,196,1616
section 5306,LEGAL_SOURCE,196,1617
intelligence,DOMAIN,938,1618
proprietary information,RISK,763,1619
exchange program,REQUIREMENT,196,1620
conflict of interest,LEGAL_SOURCE,773,1621
conflicts of interest,ACCOUNTABILITY,436,1622
"Servicemember Quality of Life Improvement and National Defense Authorization Act for Fiscal Year 2025, Section 1514 (""Management and cybersecurity of multi-cloud environments"")",LEGAL_SOURCE,197,1623
multi-cloud management,TECHNOLOGY,197,1624
cybersecurity strategy,LEGAL_SOURCE,197,1625
multi-cloud environments,TECHNOLOGY,197,1626
government data protection,RISK,197,1627
"Servicemember Quality of Life Improvement and National Defense Authorization Act for Fiscal Year 2025, Section 1078 (""Study and report on Department of Defense use of unmanned ground vehicle systems manufactured by certain foreign entities"")",LEGAL_SOURCE,198,1628
unmanned ground vehicle systems,TECHNOLOGY,198,1629
cybersecurity risks,RISK,702,1630
technological vulnerabilities,RISK,198,1631
covered foreign countries,REQUIREMENT,198,1632
Russia,GEOGRAPHIC,687,1633
Iran,GEOGRAPHIC,687,1634
North Korea,GEOGRAPHIC,687,1635
"Servicemember Quality of Life Improvement and National Defense Authorization Act for Fiscal Year 2025, Section 1031 (""Requirements for the unmanned maritime autonomy architecture"")",LEGAL_SOURCE,199,1636
modular open systems architecture,REQUIREMENT,199,1637
maritime unmanned systems,TECHNOLOGY,199,1638
Government,ACTOR,431,1639
industry practices,REQUIREMENT,199,1640
Navy program,REQUIREMENT,199,1641
Executive Order on Advancing United States Leadership in Artificial Intelligence Infrastructure (EO 14141),LEGAL_SOURCE,200,1642
AI data centers,TECHNOLOGY,454,1643
clean energy projects,REQUIREMENT,200,1644
labor standards,LEGAL_SOURCE,776,1645
model evaluation,BENCHMARK,822,1646
supply-chain protection,RISK,200,1647
executive order,LEGAL_SOURCE,803,1648
permit processing,REQUIREMENT,200,1649
federal sites,GEOGRAPHIC,200,1650
global AI infrastructure development,REQUIREMENT,200,1651
international supply chains,REQUIREMENT,200,1652
Executive Order on Removing Barriers To American Leadership In Artificial Intelligence,LEGAL_SOURCE,201,1653
AI policies,LEGAL_SOURCE,921,1654
American innovation,LEGAL_SOURCE,201,1655
Executive Order 14110,LEGAL_SOURCE,837,1656
New York artificial intelligence act (New York AI act),LEGAL_SOURCE,202,1657
New York AI Act,LEGAL_SOURCE,202,1658
social scoring AI systems,TECHNOLOGY,202,1659
Framework to Mitigate AI-Enabled Extreme Risks,LEGAL_SOURCE,203,1660
advanced AI models,TECHNOLOGY,946,1661
chemical,RISK,591,1662
nuclear threats,RISK,591,1663
oversight entity,ACTOR,203,1664
cybersecurity standards,REQUIREMENT,711,1665
interagency body,ACTOR,203,1666
Artificial Intelligence Safety Commitments (China AI Industry Alliance),LEGAL_SOURCE,204,1667
safety and security,RISK,885,1668
penetration tests,RISK,204,1669
incident response protocols,RISK,204,1670
Alibaba,ACTOR,204,1671
Baidu,ACTOR,204,1672
Huawei,ACTOR,204,1673
Tencent,ACTOR,204,1674
Chinese tech companies,ACTOR,204,1675
AI Safety Governance Framework v1.0 (National Technical Committee 260 on Cybersecurity of SAC),LEGAL_SOURCE,205,1676
AI safety governance,LEGAL_SOURCE,205,1677
AI safety,RISK,947,1678
decision making,ACCOUNTABILITY,581,1679
Joint Statement on Risk Assessment of Advanced AI Systems (International Network of AI Safety Institutes),LEGAL_SOURCE,206,1680
multistakeholder,ACTOR,206,1681
Sustainable Development Goals,REQUIREMENT,929,1682
post-deployment monitoring,LIFECYCLE_STAGE,945,1683
Texas Responsible Artificial Intelligence Governance Act (HB 1709),LEGAL_SOURCE,207,1684
AI workforce development grants,REQUIREMENT,207,1685
AI-related education,DOMAIN,547,1686
Code of Practice for the Cyber Security of AI,LEGAL_SOURCE,208,1687
cyber security training,REQUIREMENT,208,1688
security risks,RISK,877,1689
access control,RISK,208,1690
vulnerability disclosure policies,TRANSPARENCY,208,1691
secure supply chain,RISK,208,1692
security assessment,LIFECYCLE_STAGE,858,1693
End-users,ACTOR,208,1694
decommissioning processes,LIFECYCLE_STAGE,208,1695
Freedom Online Coalition Joint Statement on Responsible Government Practices for AI Technologies,LEGAL_SOURCE,209,1696
Freedom Online Coalition,ACTOR,209,1697
FOC,ACTOR,209,1698
privacy violations,RISK,822,1699
Universal Declaration of Human Rights,LEGAL_SOURCE,209,1700
AI trustworthiness,RISK,863,1701
law enforcement and justice,DOMAIN,209,1702
public benefits,ACTOR,832,1703
Massachusetts House Docket 4053 (2025),LEGAL_SOURCE,210,1704
national standards,REQUIREMENT,210,1705
California Privacy Protection Agency Draft Risk Assessment and Automated Decisionmaking Technology Regulations,LEGAL_SOURCE,211,1706
automated decision-making technology,TECHNOLOGY,211,1707
Pre-use Notices,TRANSPARENCY,211,1708
opt-out,RISK,833,1709
Provisions Pertaining to U.S. Investments in Certain National Security Technologies and Products in Countries of Concern,LEGAL_SOURCE,212,1710
Executive Order 14105,LEGAL_SOURCE,212,1711
national security technologies,TECHNOLOGY,212,1712
countries of concern,GEOGRAPHIC,774,1713
civil and criminal penalties,PENALTY,561,1714
Artificial Intelligence Law Proposal (Grand National Assembly of Turkey),LEGAL_SOURCE,213,1715
personal data,PERSONAL_DATA,753,1716
supervisory authorities,ACTOR,213,1717
Law,LEGAL_SOURCE,213,1718
California SB 53,LEGAL_SOURCE,214,1719
consortium,ACTOR,795,1720
CalCompute,REQUIREMENT,489,1721
public cloud computing framework,TECHNOLOGY,214,1722
attorney’s fees,PENALTY,585,1723
employee protections,ACCOUNTABILITY,214,1724
(Trial) Measures for Science and Technology Ethics Reviews (Draft for Feedback),LEGAL_SOURCE,215,1725
ethics committees,ACTOR,873,1726
controllability,RISK,862,1727
national data security,RISK,215,1728
AI ethics,RISK,879,1729
national ethics management registry,LEGAL_SOURCE,215,1730
governance of AI research,ACCOUNTABILITY,215,1731
Guiding Opinions on Strengthening the Governance of Science and Technology Ethics (Draft for Feedback),LEGAL_SOURCE,216,1732
local governments,ACTOR,717,1733
legislative development,LEGAL_SOURCE,216,1734
S&T personnel,ACTOR,216,1735
educational initiatives,DOMAIN,216,1736
punitive measures,PENALTY,216,1737
government-funded activities,REQUIREMENT,216,1738
Boise Regulations 4.30q City Use of Artificial Intelligence (AI),LEGAL_SOURCE,217,1739
IT Department,ACTOR,242,1740
public communications,LEGAL_SOURCE,217,1741
sensitive or private information,PERSONAL_DATA,241,1742
Information Technology department,ACTOR,217,1743
Oversee Emerging Technology Act,LEGAL_SOURCE,218,1744
federal agency,ACTOR,539,1745
Senior Executive Service,ACTOR,615,1746
emerging technology lead,ACTOR,218,1747
procurement policies,LEGAL_SOURCE,773,1748
"To establish in the National Oceanic and Atmospheric Administration a program to improve precipitation forecasts, and for other purposes.",LEGAL_SOURCE,219,1749
Earth System Models,TECHNOLOGY,219,1750
high performance computing,TECHNOLOGY,219,1751
AI Grand Challenges Act of 2024,LEGAL_SOURCE,700,1752
AI Grand Challenges Program,REQUIREMENT,700,1753
AI-enabled cancer breakthroughs,DOMAIN,700,1754
U.S. citizens,ACTOR,700,1755
permanent residents,ACTOR,700,1756
"To provide for Federal civilian agency laboratory development for testing and certification of artificial intelligence for civilian agency use, and for other purposes.",LEGAL_SOURCE,221,1757
certification,REQUIREMENT,828,1758
FEMA,ACTOR,691,1759
AI training and testing,LIFECYCLE_STAGE,860,1760
Office of Artificial Intelligence Incident Reporting,ACTOR,221,1761
Singapore National AI Strategy 2.0,LEGAL_SOURCE,222,1762
Singapore,GEOGRAPHIC,222,1763
primary,REQUIREMENT,920,1764
AI Centers of Excellence,REQUIREMENT,222,1765
regulatory frameworks,LEGAL_SOURCE,929,1766
privacy technologies,RISK,222,1767
Public Good,RISK,945,1768
"Securing Growth and Robust Leadership in American Aviation Act, Sec. 908 (""Part 107 Waiver Improvements"")",LEGAL_SOURCE,223,1769
big data analytics,TECHNOLOGY,775,1770
"section 107.200 of title 14, Code of Federal Regulations",LEGAL_SOURCE,223,1771
CFR,LEGAL_SOURCE,223,1772
FAA website,LEGAL_SOURCE,223,1773
Canadian Guardrails for Generative AI – Code of Practice,LEGAL_SOURCE,224,1774
code of practice for generative AI systems,LEGAL_SOURCE,224,1775
watermarking AI-generated content,TECHNOLOGY,224,1776
"To direct the Secretary of Defense to establish a working group to develop and coordinate an artificial intelligence initiative among the Five Eyes countries, and for other purposes.",LEGAL_SOURCE,225,1777
Five AIs Strategic Artificial Intelligence Working Group,ACTOR,420,1778
Five Eyes countries,GEOGRAPHIC,420,1779
Five Eyes Intelligence Oversight and Review Council,ACTOR,225,1780
AI model redundancy,TECHNOLOGY,225,1781
Wisconsin Executive Order #211,LEGAL_SOURCE,226,1782
Governor’s Task Force on Workforce and Artificial Intelligence,REQUIREMENT,226,1783
Secretary of the Department of Workforce Development,ACTOR,226,1784
Wisconsin,GEOGRAPHIC,226,1785
economic opportunity,RISK,226,1786
policy changes,LEGAL_SOURCE,914,1787
Department of Workforce Development,ACTOR,226,1788
"Indianapolis City Council Proposal No.362, 2023",LEGAL_SOURCE,227,1789
Commission on Artificial Intelligence Development,REQUIREMENT,227,1790
City and County,GEOGRAPHIC,227,1791
City-County Council,ACTOR,227,1792
Councillors,ACTOR,227,1793
IT directors,ACTOR,227,1794
Marion County,GEOGRAPHIC,227,1795
City’s website,LEGAL_SOURCE,227,1796
New York A7838,LEGAL_SOURCE,228,1797
Department of Civil Service,ACTOR,228,1798
governmental entities,ACTOR,894,1799
Rhode Island SB 146,LEGAL_SOURCE,229,1800
biometric recognition programs,TECHNOLOGY,229,1801
algorithmic programs,TECHNOLOGY,229,1802
sports betting applications,DOMAIN,229,1803
vendors of gambling products,DOMAIN,229,1804
standardized rewards programs,REQUIREMENT,229,1805
Pennsylvania HR 170,LEGAL_SOURCE,230,1806
Joint State Government Commission,ACTOR,230,1807
advisory committee,ACTOR,632,1808
Pennsylvania,GEOGRAPHIC,852,1809
AI regulation,LEGAL_SOURCE,880,1810
students' academic performance,DOMAIN,230,1811
AI automation,TECHNOLOGY,230,1812
organized labor,EMPLOYMENT,230,1813
ethical and responsible AI development,LEGAL_SOURCE,230,1814
Protecting Kids on Social Media Act,LEGAL_SOURCE,231,1815
